MARCA;MARCA_GN
SANJUANERO/BARRA/CLAVOS CANELA NUEZ MOSCADA;SANJUANERO/BARRA/CLAVOS CANELA NUEZ MOSCADA
SANJUANERO/BARRA/CLAVOS CANELA NUEZ MOSCADASANJUANERO/BARRA/500 O MAS GRS;SANJUANERO/BARRA/CLAVOS CANELA NUEZ MOSCADASANJUANERO/BARRA/500 O MAS GRS
SHEKAINA/BARRA/CLAVOS Y CANELASHEKAINA/BARRA/141 200 GRS;SHEKAINA/BARRA/CLAVOS Y CANELASHEKAINA/BARRA/141 200 GRS
SHEKAINA/BARRA/SIN SABORSHEKAINA/BARRA/141 200 GRS;SHEKAINA/BARRA/SIN SABORSHEKAINA/BARRA/141 200 GRS
SUISS/BARRA/CARAMELO VAINILLA;SUISS/BARRA/CARAMELO VAINILLA
SUISS/BARRA/CARAMELO VAINILLASUISS/BARRA/500 O MAS GRS;SUISS/BARRA/CARAMELO VAINILLASUISS/BARRA/500 O MAS GRS
SUPERIOR/BARRA/CLAVOS CANELA NUEZ MOSCADA;SUPERIOR/BARRA/CLAVOS CANELA NUEZ MOSCADA
SUPERIOR/BARRA/CLAVOS CANELA NUEZ MOSCADASUPERIOR/BARRA/201 260 GRS;SUPERIOR/BARRA/CLAVOS CANELA NUEZ MOSCADASUPERIOR/BARRA/201 260 GRS
SUPERIOR/BARRA/CLAVOS CANELA NUEZ MOSCADASUPERIOR/BARRA/500 O MAS GRS;SUPERIOR/BARRA/CLAVOS CANELA NUEZ MOSCADASUPERIOR/BARRA/500 O MAS GRS
SUPERIOR/BARRA/CLAVOS Y CANELASUPERIOR/BARRA/201 260 GRS;SUPERIOR/BARRA/CLAVOS Y CANELASUPERIOR/BARRA/201 260 GRS
TACITA DE FELICIDAD/BARRA/SIN SABORTACITA DE FELICIDAD/BARRA/201 260 GRS;TACITA DE FELICIDAD/BARRA/SIN SABORTACITA DE FELICIDAD/BARRA/201 260 GRS
TESALIA/BARRA/CLAVOS Y CANELATESALIA/BARRA/141 200 GRS;TESALIA/BARRA/CLAVOS Y CANELATESALIA/BARRA/141 200 GRS
TESALIA/BARRA/CLAVOS Y CANELATESALIA/BARRA/261 374 GRS;TESALIA/BARRA/CLAVOS Y CANELATESALIA/BARRA/261 374 GRS
VICMAR/BARRA/SIN SABORVICMAR/BARRA/201 260 GRS;VICMAR/BARRA/SIN SABORVICMAR/BARRA/201 260 GRS
CHOCOLATE NACIONAL/POLVO/SIN SABORCHOCOLATE NACIONAL/POLVO/500 O MAS GRS;CHOCOLATE NACIONAL/POLVO/SIN SABORCHOCOLATE NACIONAL/POLVO/500 O MAS GRS
SWISS MISS/POLVO/CARAMELO;SWISS MISS/POLVO/CARAMELO
SWISS MISS/POLVO/CARAMELOSWISS MISS/POLVO/33 125 GRS;SWISS MISS/POLVO/CARAMELOSWISS MISS/POLVO/33 125 GRS
SWISS MISS/POLVO/OTROS SABORES;SWISS MISS/POLVO/OTROS SABORES
SWISS MISS/POLVO/OTROS SABORESSWISS MISS/POLVO/33 125 GRS;SWISS MISS/POLVO/OTROS SABORESSWISS MISS/POLVO/33 125 GRS
SWISS MISS/POLVO/VAINILLA;SWISS MISS/POLVO/VAINILLA
SWISS MISS/POLVO/VAINILLASWISS MISS/POLVO/33 125 GRS;SWISS MISS/POLVO/VAINILLASWISS MISS/POLVO/33 125 GRS
CRUZ/BARRA/CLAVOS Y CANELACRUZ/BARRA/201 260 GRS;CRUZ/BARRA/CLAVOS Y CANELACRUZ/BARRA/201 260 GRS
GRAN DIA;GRAN DIA
